gene_id	n_exons
MSTRG.25072	6
MSTRG.25073	1
MSTRG.25074	1
MSTRG.25075	11
MSTRG.25076	1
MSTRG.25077	1
MSTRG.25078	1
MSTRG.25079	4
MSTRG.2508	9
MSTRG.25080	3
MSTRG.25081	3
MSTRG.25082	1
MSTRG.25083	1
MSTRG.25084	4
MSTRG.25085	4
MSTRG.25086	1
MSTRG.25087	30
MSTRG.25088	1
MSTRG.25089	2
MSTRG.2509	1
MSTRG.25090	3
MSTRG.25091	11
MSTRG.25092	1
MSTRG.25093	2
MSTRG.25094	40
MSTRG.25095	14
MSTRG.25096	3
MSTRG.25097	14
MSTRG.25098	1
MSTRG.25099	17
MSTRG.251	1
MSTRG.2510	1
MSTRG.25100	4
MSTRG.25101	27
MSTRG.25102	9
MSTRG.25103	5
MSTRG.25104	1
MSTRG.25105	1
MSTRG.25106	2
MSTRG.25107	1
MSTRG.25108	1
MSTRG.25109	2
MSTRG.2511	10
MSTRG.25110	9
MSTRG.25111	44
MSTRG.25112	1
MSTRG.25113	1
MSTRG.25114	1
MSTRG.25115	1
MSTRG.25116	8
MSTRG.25117	1
MSTRG.25118	3
MSTRG.25119	1
MSTRG.2512	1
MSTRG.25120	8
MSTRG.25121	5
MSTRG.25122	1
MSTRG.25123	16
MSTRG.25124	1
MSTRG.25125	1
MSTRG.25126	1
MSTRG.25127	1
MSTRG.25128	21
MSTRG.25129	20
MSTRG.2513	9
MSTRG.25130	5
MSTRG.25131	16
MSTRG.25132	1
MSTRG.25133	3
MSTRG.25134	4
MSTRG.25135	8
MSTRG.25136	8
MSTRG.25137	7
MSTRG.25138	16
MSTRG.25139	1
MSTRG.2514	10
MSTRG.25140	3
MSTRG.25141	6
MSTRG.25142	104
MSTRG.25143	2
MSTRG.25144	1
MSTRG.25145	1
MSTRG.25146	10
MSTRG.25147	1
MSTRG.25148	17
MSTRG.25149	1
MSTRG.2515	2
MSTRG.25150	6
MSTRG.25151	3
MSTRG.25152	7
MSTRG.25153	1
MSTRG.25154	19
MSTRG.25155	4
MSTRG.25156	1
MSTRG.25157	11
MSTRG.25158	25
MSTRG.25159	10
MSTRG.2516	5
MSTRG.25160	8
MSTRG.25161	14
MSTRG.25162	2
MSTRG.25163	18
MSTRG.25164	5
MSTRG.25165	13
MSTRG.25166	42
MSTRG.25167	1
MSTRG.25168	1
MSTRG.25169	19
MSTRG.2517	1
MSTRG.25170	1
MSTRG.25171	2
MSTRG.25172	1
MSTRG.25173	26
MSTRG.25174	1
MSTRG.25175	3
MSTRG.25176	5
MSTRG.25177	6
MSTRG.25178	1
MSTRG.25179	8
MSTRG.2518	1
MSTRG.25180	6
MSTRG.25181	4
MSTRG.25182	17
MSTRG.25183	2
MSTRG.25184	1
MSTRG.25185	1
MSTRG.25186	3
MSTRG.25187	7
MSTRG.25188	9
MSTRG.25189	1
MSTRG.2519	6
MSTRG.25190	1
MSTRG.25191	1
MSTRG.25192	1
MSTRG.25193	22
MSTRG.25194	1
MSTRG.25195	1
MSTRG.25196	2
MSTRG.25197	1
MSTRG.25198	10
MSTRG.25199	1
MSTRG.252	1
MSTRG.2520	11
MSTRG.25200	11
MSTRG.25201	3
MSTRG.25202	5
MSTRG.25203	5
MSTRG.25204	8
MSTRG.25205	1
MSTRG.25206	1
MSTRG.25207	21
MSTRG.25208	1
MSTRG.25209	1
MSTRG.2521	8
MSTRG.25210	1
MSTRG.25211	7
MSTRG.25212	1
MSTRG.25213	2
MSTRG.25214	5
MSTRG.25215	1
MSTRG.25216	1
MSTRG.25217	4
MSTRG.25218	1
MSTRG.25219	18
MSTRG.2522	13
MSTRG.25220	1
MSTRG.25221	1
MSTRG.25222	2
MSTRG.25223	10
MSTRG.25224	1
MSTRG.25225	1
MSTRG.25226	46
MSTRG.25227	1
MSTRG.25228	2
MSTRG.25229	1
MSTRG.2523	22
MSTRG.25230	1
MSTRG.25231	7
MSTRG.25232	9
MSTRG.25233	10
MSTRG.25234	25
MSTRG.25235	4
MSTRG.25236	41
MSTRG.25237	24
MSTRG.25238	11
MSTRG.25239	16
MSTRG.2524	2
MSTRG.25240	5
MSTRG.25241	5
MSTRG.25242	14
MSTRG.25243	1
MSTRG.25244	1
MSTRG.25245	1
MSTRG.25246	2
MSTRG.25247	1
MSTRG.25248	9
MSTRG.25249	6
MSTRG.2525	1
MSTRG.25250	1
MSTRG.25251	10
MSTRG.25252	7
MSTRG.25253	1
MSTRG.25254	34
MSTRG.25255	1
MSTRG.25256	1
MSTRG.25257	2
MSTRG.25258	1
MSTRG.25259	4
MSTRG.2526	6
MSTRG.25260	2
MSTRG.25261	3
MSTRG.25262	10
MSTRG.25263	1
MSTRG.25264	14
MSTRG.25265	12
MSTRG.25266	4
MSTRG.25267	39
MSTRG.25268	7
MSTRG.25269	1
MSTRG.2527	24
MSTRG.25270	1
MSTRG.25271	1
MSTRG.25272	5
MSTRG.25273	1
MSTRG.25274	2
MSTRG.25275	4
MSTRG.25276	4
MSTRG.25277	15
MSTRG.25278	10
MSTRG.25279	2
MSTRG.2528	1
MSTRG.25280	5
MSTRG.25281	1
MSTRG.25282	1
MSTRG.25283	1
MSTRG.25284	8
MSTRG.25285	4
MSTRG.25286	1
MSTRG.25287	12
MSTRG.25288	3
MSTRG.25289	1
MSTRG.2529	22
MSTRG.25290	2
MSTRG.25291	1
MSTRG.25292	7
MSTRG.25293	1
MSTRG.25294	3
MSTRG.25295	1
MSTRG.25296	1
MSTRG.25297	2
MSTRG.25298	14
MSTRG.25299	10
MSTRG.253	1
MSTRG.2530	2
MSTRG.25300	44
MSTRG.25301	1
MSTRG.25302	1
MSTRG.25303	2
MSTRG.25304	2
MSTRG.25305	16
MSTRG.25306	1
MSTRG.25307	2
MSTRG.25308	5
MSTRG.25309	8
MSTRG.2531	6
MSTRG.25310	1
MSTRG.25311	14
MSTRG.25312	1
MSTRG.25313	2
MSTRG.25314	3
MSTRG.25315	1
MSTRG.25316	14
MSTRG.25317	4
MSTRG.25318	5
MSTRG.25319	19
MSTRG.2532	1
MSTRG.25320	1
MSTRG.25321	1
MSTRG.25322	1
MSTRG.25323	13
MSTRG.25324	1
MSTRG.25325	1
MSTRG.25326	2
MSTRG.25327	13
MSTRG.25328	10
MSTRG.25329	1
MSTRG.2533	1
MSTRG.25330	8
MSTRG.25331	1
MSTRG.25332	5
MSTRG.25333	1
MSTRG.25334	2
MSTRG.25335	8
MSTRG.25336	8
MSTRG.25337	2
MSTRG.25338	9
MSTRG.25339	9
MSTRG.2534	15
MSTRG.25340	8
MSTRG.25341	6
MSTRG.25342	4
MSTRG.25343	17
MSTRG.25344	3
MSTRG.25345	1
MSTRG.25346	5
MSTRG.25347	1
MSTRG.25348	23
MSTRG.25349	1
MSTRG.2535	3
MSTRG.25350	16
MSTRG.25351	3
MSTRG.25352	1
MSTRG.25353	1
MSTRG.25354	1
MSTRG.25355	1
MSTRG.25356	2
MSTRG.25357	2
MSTRG.25358	6
MSTRG.25359	6
MSTRG.2536	5
MSTRG.25360	7
MSTRG.25361	1
MSTRG.25362	13
MSTRG.25363	6
MSTRG.25364	34
MSTRG.25365	5
MSTRG.25366	2
MSTRG.25367	65
MSTRG.25368	1
MSTRG.25369	1
MSTRG.2537	10
MSTRG.25370	1
MSTRG.25371	12
MSTRG.25372	2
MSTRG.25373	15
MSTRG.25374	23
MSTRG.25375	14
MSTRG.25376	3
MSTRG.25377	20
MSTRG.25378	8
MSTRG.25379	1
MSTRG.2538	1
MSTRG.25380	9
MSTRG.25381	31
MSTRG.25382	25
MSTRG.25383	1
MSTRG.25384	1
MSTRG.25385	1
MSTRG.25386	5
MSTRG.25387	2
MSTRG.25388	2
MSTRG.25389	1
MSTRG.2539	8
MSTRG.25390	1
MSTRG.25391	7
MSTRG.25392	12
MSTRG.25393	10
MSTRG.25394	15
MSTRG.25395	6
MSTRG.25396	1
MSTRG.25397	20
MSTRG.25398	2
MSTRG.25399	15
MSTRG.254	1
MSTRG.2540	7
MSTRG.25400	1
MSTRG.25401	1
MSTRG.25402	1
MSTRG.25403	4
MSTRG.25404	3
MSTRG.25405	7
MSTRG.25406	5
MSTRG.25407	1
MSTRG.25408	14
MSTRG.25409	1
MSTRG.2541	1
MSTRG.25410	1
MSTRG.25411	1
MSTRG.25412	3
MSTRG.25413	2
MSTRG.25414	19
MSTRG.25415	7
MSTRG.25416	2
MSTRG.25417	1
MSTRG.25418	2
MSTRG.25419	31
MSTRG.2542	1
MSTRG.25420	3
MSTRG.25421	2
MSTRG.25422	1
MSTRG.25423	7
MSTRG.25424	1
MSTRG.25425	3
MSTRG.25426	1
MSTRG.25427	2
MSTRG.25428	13
MSTRG.25429	2
MSTRG.2543	4
MSTRG.25430	2
MSTRG.25431	8
MSTRG.25432	1
MSTRG.25433	9
MSTRG.25434	15
MSTRG.25435	19
MSTRG.25436	2
MSTRG.25437	1
MSTRG.25438	1
MSTRG.25439	1
MSTRG.2544	17
MSTRG.25440	1
MSTRG.25441	30
MSTRG.25442	3
MSTRG.25443	1
MSTRG.25444	2
MSTRG.25445	11
MSTRG.25446	1
MSTRG.25447	1
MSTRG.25448	8
MSTRG.25449	7
MSTRG.2545	4
MSTRG.25450	9
MSTRG.25451	3
MSTRG.25452	34
MSTRG.25453	1
MSTRG.25454	1
MSTRG.25455	4
MSTRG.25456	8
MSTRG.25457	1
MSTRG.25458	1
MSTRG.25459	1
MSTRG.2546	7
MSTRG.25460	4
MSTRG.25461	5
MSTRG.25462	6
MSTRG.25463	22
MSTRG.25464	1
MSTRG.25465	1
MSTRG.25466	20
MSTRG.25467	4
MSTRG.25468	4
MSTRG.25469	10
MSTRG.2547	12
MSTRG.25470	12
MSTRG.25471	2
MSTRG.25472	3
MSTRG.25473	5
MSTRG.25474	1
MSTRG.25475	1
MSTRG.25476	4
MSTRG.25477	1
MSTRG.25478	1
MSTRG.25479	2
MSTRG.2548	1
MSTRG.25480	3
MSTRG.25481	8
MSTRG.25482	26
MSTRG.25483	2
MSTRG.25484	12
MSTRG.25485	2
MSTRG.25486	4
MSTRG.25487	5
MSTRG.25488	2
MSTRG.25489	8
MSTRG.2549	11
MSTRG.25490	2
MSTRG.25491	1
MSTRG.25492	1
MSTRG.25493	1
MSTRG.25494	10
MSTRG.25495	1
MSTRG.25496	1
MSTRG.25497	12
MSTRG.25498	7
MSTRG.25499	16
MSTRG.255	2
MSTRG.2550	14
MSTRG.25500	5
MSTRG.25501	1
MSTRG.25502	9
MSTRG.25503	1
MSTRG.25504	3
MSTRG.25505	1
MSTRG.25506	1
MSTRG.25507	75
MSTRG.25508	2
MSTRG.25509	1
MSTRG.2551	1
MSTRG.25510	1
MSTRG.25511	1
MSTRG.25512	3
MSTRG.25513	2
MSTRG.25514	3
MSTRG.25515	4
MSTRG.25516	30
MSTRG.25517	3
MSTRG.25518	13
MSTRG.25519	4
MSTRG.2552	32
MSTRG.25520	2
MSTRG.25521	3
MSTRG.25522	29
MSTRG.25523	1
MSTRG.25524	4
MSTRG.25525	20
MSTRG.25526	1
MSTRG.25527	3
MSTRG.25528	8
MSTRG.25529	3
MSTRG.2553	2
MSTRG.25530	2
MSTRG.25531	1
MSTRG.25532	9
MSTRG.25533	3
MSTRG.25534	3
MSTRG.25535	1
MSTRG.25536	1
MSTRG.25537	1
MSTRG.25538	13
MSTRG.25539	1
MSTRG.2554	24
MSTRG.25540	8
MSTRG.25541	5
MSTRG.25542	3
MSTRG.25543	1
MSTRG.25544	11
MSTRG.25545	1
MSTRG.25546	9
MSTRG.25547	9
MSTRG.25548	1
MSTRG.25549	8
MSTRG.2555	3
MSTRG.25550	2
MSTRG.25551	15
MSTRG.25552	2
MSTRG.25553	3
MSTRG.25554	1
MSTRG.25555	1
MSTRG.25556	5
MSTRG.25557	5
MSTRG.25558	5
MSTRG.25559	29
MSTRG.2556	2
MSTRG.25560	1
MSTRG.25561	1
MSTRG.25562	2
MSTRG.25563	5
MSTRG.25564	1
MSTRG.25565	2
MSTRG.25566	1
MSTRG.25567	1
MSTRG.25568	5
MSTRG.25569	1
MSTRG.2557	7
MSTRG.25570	1
MSTRG.25571	1
MSTRG.25572	4
MSTRG.25573	1
MSTRG.25574	13
MSTRG.25575	2
MSTRG.25576	5
MSTRG.25577	10
MSTRG.25578	2
MSTRG.25579	2
MSTRG.2558	17
MSTRG.25580	146
MSTRG.25581	2
MSTRG.25582	3
MSTRG.25583	1
MSTRG.25584	2
MSTRG.25585	12
MSTRG.25586	3
MSTRG.25587	5
MSTRG.25588	3
MSTRG.25589	1
MSTRG.2559	2
MSTRG.25590	8
MSTRG.25591	1
MSTRG.25592	1
MSTRG.25593	6
MSTRG.25594	22
MSTRG.25595	1
MSTRG.25596	2
MSTRG.25597	2
MSTRG.25598	49
MSTRG.25599	1
MSTRG.256	2
MSTRG.2560	9
MSTRG.25600	1
MSTRG.25601	1
MSTRG.25602	1
MSTRG.25603	3
MSTRG.25604	7
MSTRG.25605	2
MSTRG.25606	22
MSTRG.25607	2
MSTRG.25608	1
MSTRG.25609	1
MSTRG.2561	12
MSTRG.25610	2
MSTRG.25611	2
MSTRG.25612	1
MSTRG.25613	4
MSTRG.25614	1
MSTRG.25615	19
MSTRG.25616	2
MSTRG.25617	3
MSTRG.25618	2
MSTRG.25619	1
MSTRG.2562	2
MSTRG.25620	1
MSTRG.25621	27
MSTRG.25622	2
MSTRG.25623	3
MSTRG.25624	19
MSTRG.25625	4
MSTRG.25626	16
MSTRG.25627	2
MSTRG.25628	2
MSTRG.25629	2
MSTRG.2563	5
MSTRG.25630	2
MSTRG.25631	1
MSTRG.25632	18
MSTRG.25633	2
MSTRG.25634	5
MSTRG.25635	19
MSTRG.25636	1
MSTRG.25637	1
MSTRG.25638	14
MSTRG.25639	3
MSTRG.2564	12
MSTRG.25640	5
MSTRG.25641	8
MSTRG.25642	7
MSTRG.25643	10
MSTRG.25644	5
MSTRG.25645	2
MSTRG.25646	1
MSTRG.25647	1
MSTRG.25648	2
MSTRG.25649	8
MSTRG.2565	2
MSTRG.25650	1
MSTRG.25651	1
MSTRG.25652	9
MSTRG.25653	9
MSTRG.25654	12
MSTRG.25655	4
MSTRG.25656	49
MSTRG.25657	3
MSTRG.25658	11
MSTRG.25659	11
MSTRG.2566	1
MSTRG.25660	2
MSTRG.25661	12
MSTRG.25662	4
MSTRG.25663	17
MSTRG.25664	1
MSTRG.25665	28
MSTRG.25666	9
MSTRG.25667	1
MSTRG.25668	8
MSTRG.25669	25
MSTRG.2567	4
MSTRG.25670	1
MSTRG.25671	1
MSTRG.25672	2
MSTRG.25673	3
MSTRG.25674	1
MSTRG.25675	3
MSTRG.25676	9
MSTRG.25677	1
MSTRG.25678	6
MSTRG.25679	23
MSTRG.2568	1
MSTRG.25680	4
MSTRG.25681	1
MSTRG.25682	3
MSTRG.25683	2
MSTRG.25684	1
MSTRG.25685	2
MSTRG.25686	3
MSTRG.25687	2
MSTRG.25688	1
MSTRG.25689	13
MSTRG.2569	12
MSTRG.25690	4
MSTRG.25691	4
MSTRG.25692	4
MSTRG.25693	4
MSTRG.25694	3
MSTRG.25695	34
MSTRG.25696	3
MSTRG.25697	3
MSTRG.25698	4
MSTRG.25699	1
MSTRG.257	1
MSTRG.2570	1
MSTRG.25700	13
MSTRG.25701	6
MSTRG.25702	2
MSTRG.25703	26
MSTRG.25704	1
MSTRG.25705	13
MSTRG.25706	2
MSTRG.25707	4
MSTRG.25708	18
MSTRG.25709	1
MSTRG.2571	1
MSTRG.25710	11
MSTRG.25711	11
MSTRG.25712	1
MSTRG.25713	1
MSTRG.25714	6
MSTRG.25715	9
MSTRG.25716	7
MSTRG.25717	3
MSTRG.25718	10
MSTRG.25719	1
MSTRG.2572	1
MSTRG.25720	7
MSTRG.25721	3
MSTRG.25722	11
MSTRG.25723	2
MSTRG.25724	2
MSTRG.25725	14
MSTRG.25726	25
MSTRG.25727	1
MSTRG.25728	12
MSTRG.25729	6
MSTRG.2573	14
MSTRG.25730	1
MSTRG.25731	2
MSTRG.25732	2
MSTRG.25733	2
MSTRG.25734	3
MSTRG.25735	2
MSTRG.25736	3
MSTRG.25737	6
MSTRG.25738	5
MSTRG.25739	17
MSTRG.2574	11
MSTRG.25740	49
MSTRG.25741	4
MSTRG.25742	9
MSTRG.25743	3
MSTRG.25744	6
MSTRG.25745	24
MSTRG.25746	2
MSTRG.25747	1
MSTRG.25748	5
MSTRG.25749	11
MSTRG.2575	2
MSTRG.25750	2
MSTRG.25751	20
MSTRG.25752	4
MSTRG.25753	9
MSTRG.25754	14
MSTRG.25755	23
MSTRG.25756	14
MSTRG.25757	7
MSTRG.25758	7
MSTRG.25759	1
MSTRG.2576	9
MSTRG.25760	25
MSTRG.25761	2
MSTRG.25762	1
MSTRG.25763	2
MSTRG.25764	46
MSTRG.25765	1
MSTRG.25766	3
MSTRG.25767	2
MSTRG.25768	3
MSTRG.25769	9
MSTRG.2577	2
MSTRG.25770	2
MSTRG.25771	17
MSTRG.25772	1
MSTRG.25773	1
MSTRG.25774	15
MSTRG.25775	1
MSTRG.25776	1
MSTRG.25777	1
MSTRG.25778	9
MSTRG.25779	1
MSTRG.2578	2
MSTRG.25780	6
MSTRG.25781	1
MSTRG.25782	14
MSTRG.25783	11
MSTRG.25784	30
MSTRG.25785	2
MSTRG.25786	1
MSTRG.25787	1
MSTRG.25788	1
MSTRG.25789	7
MSTRG.2579	8
MSTRG.25790	2
MSTRG.25791	1
MSTRG.25792	7
MSTRG.25793	1
MSTRG.25794	1
MSTRG.25795	5
MSTRG.25796	17
MSTRG.25797	3
MSTRG.25798	1
MSTRG.25799	15
MSTRG.258	13
MSTRG.2580	1
MSTRG.25800	21
MSTRG.25801	15
MSTRG.25802	1
MSTRG.25803	5
MSTRG.25804	1
MSTRG.25805	15
MSTRG.25806	3
MSTRG.25807	1
MSTRG.25808	1
MSTRG.25809	18
MSTRG.2581	6
MSTRG.25810	13
MSTRG.25811	1
MSTRG.25812	3
MSTRG.25813	7
MSTRG.25814	1
MSTRG.25815	16
MSTRG.25816	9
MSTRG.25817	2
MSTRG.25818	7
MSTRG.25819	3
MSTRG.2582	9
MSTRG.25820	9
MSTRG.25821	5
MSTRG.25822	6
MSTRG.25823	14
MSTRG.25824	5
MSTRG.25825	21
MSTRG.25826	16
MSTRG.25827	5
MSTRG.25828	1
MSTRG.25829	2
MSTRG.2583	1
MSTRG.25830	3
MSTRG.25831	13
MSTRG.25832	8
MSTRG.25833	8
MSTRG.25834	1
MSTRG.25835	3
MSTRG.25836	1
MSTRG.25837	1
MSTRG.25838	2
MSTRG.25839	2
MSTRG.2584	1
MSTRG.25840	3
MSTRG.25841	3
MSTRG.25842	1
MSTRG.25843	1
MSTRG.25844	1
MSTRG.25845	2
MSTRG.25846	4
MSTRG.25847	19
MSTRG.25848	1
MSTRG.25849	6
MSTRG.2585	6
MSTRG.25850	1
MSTRG.25851	28
MSTRG.25852	3
MSTRG.25853	1
MSTRG.25854	9
MSTRG.25855	3
MSTRG.25856	15
MSTRG.25857	13
MSTRG.25858	3
MSTRG.25859	4
MSTRG.2586	21
MSTRG.25860	11
MSTRG.25861	4
MSTRG.25862	12
MSTRG.25863	4
MSTRG.25864	6
MSTRG.25865	8
MSTRG.25866	15
MSTRG.25867	1
MSTRG.25868	5
MSTRG.25869	1
MSTRG.2587	1
MSTRG.25870	1
MSTRG.25871	1
MSTRG.25872	11
MSTRG.25873	27
MSTRG.25874	1
MSTRG.25875	4
MSTRG.25876	1
MSTRG.25877	7
MSTRG.25878	1
MSTRG.25879	5
MSTRG.2588	15
MSTRG.25880	4
MSTRG.25881	6
MSTRG.25882	1
MSTRG.25883	83
MSTRG.25884	11
MSTRG.25885	8
MSTRG.25886	3
MSTRG.25887	4
MSTRG.25888	3
MSTRG.25889	6
MSTRG.2589	1
MSTRG.25890	4
MSTRG.25891	6
MSTRG.25892	10
MSTRG.25893	12
MSTRG.25894	3
MSTRG.25895	12
MSTRG.25896	1
MSTRG.25897	8
MSTRG.25898	2
MSTRG.25899	1
MSTRG.259	1
MSTRG.2590	1
MSTRG.25900	12
MSTRG.25901	4
MSTRG.25902	15
MSTRG.25903	1
MSTRG.25904	1
MSTRG.25905	1
MSTRG.25906	1
MSTRG.25907	10
MSTRG.25908	5
MSTRG.25909	2
MSTRG.2591	1
MSTRG.25910	14
MSTRG.25911	1
MSTRG.25912	1
MSTRG.25913	10
MSTRG.25914	23
MSTRG.25915	1
MSTRG.25916	4
MSTRG.25917	10
MSTRG.25918	4
MSTRG.25919	14
MSTRG.2592	14
MSTRG.25920	6
MSTRG.25921	7
MSTRG.25922	2
MSTRG.25923	6
MSTRG.25924	13
MSTRG.25925	1
MSTRG.25926	1
MSTRG.25927	3
MSTRG.25928	3
MSTRG.25929	2
MSTRG.2593	2
MSTRG.25930	6
MSTRG.25931	6
MSTRG.25932	3
MSTRG.25933	3
MSTRG.25934	1
MSTRG.25935	3
MSTRG.25936	3
MSTRG.25937	3
MSTRG.25938	5
MSTRG.25939	2
MSTRG.2594	2
MSTRG.25940	2
MSTRG.25941	2
MSTRG.25942	1
MSTRG.25943	8
MSTRG.25944	2
MSTRG.25945	2
MSTRG.25946	18
MSTRG.25947	6
MSTRG.25948	2
MSTRG.25949	1
MSTRG.2595	1
MSTRG.25950	5
MSTRG.25951	6
MSTRG.25952	2
MSTRG.25953	17
MSTRG.25954	3
MSTRG.25955	17
MSTRG.25956	1
MSTRG.25957	3
MSTRG.25958	1
MSTRG.25959	4
MSTRG.2596	1
MSTRG.25960	1
MSTRG.25961	2
MSTRG.25962	2
MSTRG.25963	1
MSTRG.25964	19
MSTRG.25965	1
MSTRG.25966	8
MSTRG.25967	18
MSTRG.25968	5
MSTRG.25969	3
MSTRG.2597	2
MSTRG.25970	1
MSTRG.25971	3
MSTRG.25972	3
MSTRG.25973	2
MSTRG.25974	5
MSTRG.25975	1
MSTRG.25976	1
MSTRG.25977	1
MSTRG.25978	15
MSTRG.25979	1
MSTRG.2598	9
MSTRG.25980	9
MSTRG.25981	3
MSTRG.25982	1
MSTRG.25983	2
MSTRG.25984	19
MSTRG.25985	14
MSTRG.25986	20
MSTRG.25987	1
MSTRG.25988	2
MSTRG.25989	19
MSTRG.2599	3
MSTRG.25990	1
MSTRG.25991	2
MSTRG.25992	1
MSTRG.25993	1
MSTRG.25994	6
MSTRG.25995	17
MSTRG.25996	22
MSTRG.25997	4
MSTRG.25998	1
MSTRG.25999	1
MSTRG.26	2
MSTRG.260	2
MSTRG.2600	4
MSTRG.26000	1
MSTRG.26001	1
MSTRG.26002	9
MSTRG.26003	1
MSTRG.26004	5
MSTRG.26005	6
MSTRG.26006	11
MSTRG.26007	1
MSTRG.26008	11
MSTRG.26009	1
MSTRG.2601	5
MSTRG.26010	1
MSTRG.26011	6
MSTRG.26012	24
MSTRG.26013	1
MSTRG.26014	1
MSTRG.26015	1
MSTRG.26016	1
MSTRG.26017	2
MSTRG.26018	2
MSTRG.26019	4
MSTRG.2602	3
MSTRG.26020	3
MSTRG.26021	16
MSTRG.26022	2
MSTRG.26023	6
MSTRG.26024	10
MSTRG.26025	1
MSTRG.26026	1
MSTRG.26027	1
MSTRG.26028	22
MSTRG.26029	1
MSTRG.2603	7
MSTRG.26030	3
MSTRG.26031	21
MSTRG.26032	2
MSTRG.26033	1
MSTRG.26034	1
MSTRG.26035	8
MSTRG.26036	9
MSTRG.26037	1
MSTRG.26038	7
MSTRG.26039	1
MSTRG.2604	10
MSTRG.26040	15
MSTRG.26041	1
MSTRG.26042	1
MSTRG.26043	1
MSTRG.26044	1
MSTRG.26045	9
MSTRG.26046	1
MSTRG.26047	2
MSTRG.26048	7
MSTRG.26049	1
MSTRG.2605	1
MSTRG.26050	25
MSTRG.26051	22
MSTRG.26052	1
MSTRG.26053	3
MSTRG.26054	1
MSTRG.26055	1
MSTRG.26056	1
MSTRG.26057	1
MSTRG.26058	1
MSTRG.26059	18
MSTRG.2606	3
MSTRG.26060	1
MSTRG.26061	1
MSTRG.26062	6
MSTRG.26063	10
MSTRG.26064	29
MSTRG.26065	3
MSTRG.26066	3
MSTRG.26067	1
MSTRG.26068	2
MSTRG.26069	5
MSTRG.2607	2
MSTRG.26070	2
MSTRG.26071	12
MSTRG.26072	1
MSTRG.26073	1
MSTRG.26074	1
MSTRG.26075	5
MSTRG.26076	1
MSTRG.26077	1
MSTRG.26078	2
MSTRG.26079	1
MSTRG.2608	1
MSTRG.26080	15
MSTRG.26081	2
MSTRG.26082	15
MSTRG.26083	3
MSTRG.26084	2
MSTRG.26085	4
MSTRG.26086	5
MSTRG.26087	4
MSTRG.26088	1
MSTRG.26089	11
MSTRG.2609	1
MSTRG.26090	2
MSTRG.26091	3
MSTRG.26092	6
MSTRG.26093	1
MSTRG.26094	30
MSTRG.26095	7
MSTRG.26096	1
MSTRG.26097	1
MSTRG.26098	1
MSTRG.26099	3
MSTRG.261	12
MSTRG.2610	10
MSTRG.26100	1
MSTRG.26101	3
MSTRG.26102	9
MSTRG.26103	10
MSTRG.26104	9
MSTRG.26105	1
MSTRG.26106	3
MSTRG.26107	7
MSTRG.26108	1
MSTRG.26109	9
MSTRG.2611	12
MSTRG.26110	16
MSTRG.26111	9
MSTRG.26112	3
MSTRG.26113	2
MSTRG.26114	13
MSTRG.26115	3
MSTRG.26116	11
MSTRG.26117	21
MSTRG.26118	12
MSTRG.26119	8
MSTRG.2612	9
MSTRG.26120	1
MSTRG.26121	7
MSTRG.26122	1
MSTRG.26123	14
MSTRG.26124	4
MSTRG.26125	1
MSTRG.26126	5
MSTRG.26127	24
MSTRG.26128	22
MSTRG.26129	2
MSTRG.2613	15
MSTRG.26130	6
MSTRG.26131	5
MSTRG.26132	1
MSTRG.26133	1
MSTRG.26134	5
MSTRG.26135	12
MSTRG.26136	11
MSTRG.26137	1
MSTRG.26138	3
MSTRG.26139	20
MSTRG.2614	12
MSTRG.26140	14
MSTRG.26141	17
MSTRG.26142	1
MSTRG.26143	1
MSTRG.26144	2
MSTRG.26145	1
MSTRG.26146	4
MSTRG.26147	6
MSTRG.26148	32
MSTRG.26149	1
MSTRG.2615	19
MSTRG.26150	3
MSTRG.26151	2
MSTRG.26152	3
MSTRG.26153	10
MSTRG.26154	1
MSTRG.26155	10
MSTRG.26156	5
MSTRG.26157	15
MSTRG.26158	5
MSTRG.26159	21
MSTRG.2616	1
MSTRG.26160	2
MSTRG.26161	2
MSTRG.26162	1
MSTRG.26163	4
MSTRG.26164	1
MSTRG.26165	14
MSTRG.26166	1
MSTRG.26167	1
MSTRG.26168	5
MSTRG.26169	3
MSTRG.2617	1
MSTRG.26170	28
MSTRG.26171	2
MSTRG.26172	10
MSTRG.26173	6
MSTRG.26174	11
MSTRG.26175	3
MSTRG.26176	2
MSTRG.26177	2
MSTRG.26178	1
MSTRG.26179	1
MSTRG.2618	20
MSTRG.26180	6
MSTRG.26181	1
MSTRG.26182	1
MSTRG.26183	10
MSTRG.26184	9
MSTRG.26185	14
MSTRG.26186	10
MSTRG.26187	11
MSTRG.26188	4
MSTRG.26189	2
MSTRG.2619	2
MSTRG.26190	1
MSTRG.26191	1
MSTRG.26192	4
MSTRG.26193	1
MSTRG.26194	7
MSTRG.26195	2
MSTRG.26196	8
MSTRG.26197	3
MSTRG.26198	4
MSTRG.26199	1
MSTRG.262	1
MSTRG.2620	1
MSTRG.26200	12
MSTRG.26201	2
MSTRG.26202	6
MSTRG.26203	4
MSTRG.26204	4
MSTRG.26205	1
MSTRG.26206	1
MSTRG.26207	4
MSTRG.26208	8
MSTRG.26209	15
MSTRG.2621	18
MSTRG.26210	14
MSTRG.26211	2
MSTRG.26212	7
MSTRG.26213	1
MSTRG.26214	1
MSTRG.26215	1
MSTRG.26216	3
MSTRG.26217	12
